text,labels
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,0
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",-1
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",-1
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",0
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",1
 Cup and Handle setup.  Can nibble some above 180 and then 182.50  ,1
EBIT excluding non-recurring items was estimated to increase from 2009 .,1
H great risk vs reward with stop under Fib 2 at 4.50  ,1
AAP big time drop today on a day when market is up SPY,-1
STX - high call vol. 12.71% short Check WDC as well. STX better hard drives. always rumor buyout  ,1
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",1
The size of a cider bottle will remain unchanged .,0
The purchase sum is about EUR 10mn US$ 12.97 mn .,0
well done to those short aapl friday.....gutsy. got the news you needed.,1
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",0
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",1
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,0
Pilots in Pakistan air crash distracted by ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/8f5TNzCEOd,-1
like to see more volume but I'm leaning toward CBI off the BPAX profit taking moving into CBI see what happens buystop at 1.67,1
Sigh AAP will continue to keep QQQ down. I'd love to see AAP rebound on negative news.,1
"user Also, Bill Miller plugged AAP today & Samsung disappointed last night. Divy & buyback announcements due by mid-week. user",1
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",1
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,1
CEE that was short at 43.83 target 43 lower,-1
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,1
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,0
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",0
"How could the #USadministration pick a #vaccine when not one #Phase1 has finished? How they can pick 
$PFE $MRK or JNJ if they didn't even made clinical trial?
How the selected $MRNA who didn't provided any data?
This is not about health but about money.
Trump failed this country",-1
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",0
AAP ow risk with a tight stop here however would like to see this one get some follow through (today) to better confirm.,1
The loss will help push SoftBank into some of the worst results in the companyâ€™s 39-year history https://t.co/XbYyDRNm1W,1
"Green Weekly Triangle on GPN,...pdating  ",-1
ODP is hanging on for dear life...,-1
Rimi supermarket is the key customer in Magistral center .,0
QCOM is really getting interesting. Might see new highs really soon.,1
"RT @JerryCap: ""They can initiate an order by texting “Hi” to +91-8850008000, which prompts a link that opens a mini store on the browser, a…",0
RT @rahulgchaudhary: The Day AppGet Died  by @kbeigi https://t.co/dDrYuhmKTm #Appget #Winget #Windows #Microsoft #Package #Management $MSFT…,-1
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",0
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
RT @chigrl: S&amp;P500 now more concentrated in the 5 largest stocks than ever $MSFT $AAPL $FB $GOOGL $AMZN https://t.co/0W1mMCWQ59,0
"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",0
Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,0
"March Exports Shrink, Outlook Grim As Coronavirus Hits Demand
https://t.co/jAFHsoxUfJ",-1
Glad that the easy money trade is over. Every joker thought that making money in the market is synonym with getting long AAP,-1
FX was the other big morning gapper,1
BAC Indtitutional buy  11.30 large Block,1
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,0
"Sorry guys, but Netflix bulls need to hit the pause button. NFX  ",-1
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,0
MBI is stuck at 12.70ish. I say this is bullshit.,-1
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,0
"GOOG with need a bit more time to break 775, we might get it by EOD though.",1
"In the last 30 days, broad ETFs have seen huge inflows of money and rebounding from a horrible year.#etf #money #seen #30days #30day #bestday #stocks #markets #flows #economy #economics #recession #bearmarket #bullmarket #investing https://t.co/9KriEjC9Ur",-1
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,1
Added bear call spread in STJ at Apr20 43/45 level for potential 12% gain.,-1
Today's Watchlist for ONG Stocks: VET; QDT; AT; DCIX; BS,1
SQNM a Continuation - wil take it over the top Bollinger band  ,1
HPQ NVDA QCOM umored HP tablet could use Tegra 4 chip and Android as its OS  ,1
first true bullish engulfing candle on AAP since Dec 17,1
My portfolio: FIO ASTM NIS NN ANTH other interesting stocks: AAP ATHX MNKD MEA  ,1
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",-1
$INTC give me a $56 range retest so we can “maybe” go $52s 😁 #Stocks #OptionsTrading https://t.co/ghX9LNm0HY,0
DEPO bouncing from the 50% Fibo line & breaking out 6.70 resistance line all indicators BISH  ,1
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,0
AAP  possible bounce above 462  ,1
"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % .",-1
"Vistara Calls For Mandatory Leave Without Pay For 3 Days For Senior Employees
https://t.co/EWaWzu721b",-1
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",-1
"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",0
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",1
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",1
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",1
Total value of the contract is about EUR 10mn .,0
APKT back over 24 here is where it gets interesting   ,1
IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions. #idex #IDEXFAMILY #stocks #gnus https://t.co/GcPkhaB0Q5,-1
ATHX upper trend line   ,1
lnkd pulled a nflx topping out so far at 146. day is still young so watch this pull back,1
The company expects meat purchases to remain at about 8mn kilos in 2011 .,0
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",1
MAKO this could get going today...  ,1
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,1
NetCom expects to complete Turbo 3G deployment in these areas this year .,0
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",1
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",1
RT @SorabNY: Today’s profit $544  $spy $spx $tsla $ba $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstree…,1
yhoo Will Brokerages come out with pgrades/Downgrades this week? Will they pgrade or Downgrade the stock? could make + or- 3 point diff,1
The Group 's cash flow from operations will be positive .,1
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,0
RT @ej23ny: $ATNM phase 3 @ 50% enrollment results 82% failure for the primary endpoint in the control arm vs 80% success of lomab -B. Very…,1
AAP now  400% (glass ceiling  434.5) rejecting both 434 and now 432.5.,-1
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,0
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,0
"TITN when someone eventually looks at their operational cash flow , or i lack of ,for over 3 years in any one qtr. They'll call it TITANIC",-1
PK taking some off here,1
"ISIS, peeling some off here 16.19",1
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",0
"GPS big time move today, breakout out of upper BB. ST Pullback/Consolidation won't be surprising  ",1
CHE (home healthcare svs) at new all-time highs on heave volume  ,1
Heard on the Street: Beijing has been more restrained with monetary policy in the coronavirus crisis than Washingtoâ€¦ https://t.co/DKPQAqjEki,1
Security software stock FIE is almost back to its all-time highs after a 30% pullback. FTNT from the same group is also setting up,1
VNG allied hard Friday w volume.If it clears back over 3.43 50SMA may have some good upside  ,1
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,-1
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",0
"nice base building here 1.50 -1.54 on CTIC should test hod's in the afternoon, setting up nicely for follow thru tomorrow. #tradeoftheweek",1
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,-1
GMC watching 30 O flag   ,1
"RT @dynamicvol: Feels like the market moved on from the 1st order (virus count) to the 2nd order (oil, solvency) effects this week  $SPX $V…",1
RT @djtgallagher: A cheap iPhone still has its place for Apple - especially now. For @WSJheard - https://t.co/zvZQDMlPNW,1
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",1
"COMPQ DJIA SPX COST YM SCA - Wall Street retreats candles. The Dow Jones dismisses the 14,400 points  ",-1
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",0
Bot AAP puts as this is a dead cat bounce. Free fall will continue into Friday.,-1
'Expensive' and 'Cheap' I dive a little deeper for you (new blog post)  nke aapl spy,1
SPY Dismal volume today. It appears everyone's waiting for AAP to release earnings before they take a position.,-1
Net profit in the same period in 2006 was 36.6 million euros .,0
OI SO XOM CPE IG -How does the price of oil Venezuela without Chavez's new?  ,1
"Consumer Inflation At 6.58% In February
https://t.co/LOjPNFJ30r",1
"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",0
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",-1
GTAT - breakout entry above 3.03  ,1
"The bank, the second largest in the U.S. by assets, reported revenue of $22.77 billion, down from $23 billion a yeaâ€¦ https://t.co/Vsgar9u1uV",-1
"In addition , the company will reduce a maximum of ten jobs .",-1
DCTH Back over 1.52 - 1.55 is you like volatility and  low priced ones   ,1
"Green Weekly Triangle on PBY,....Open Sell Short at 10.95  ",-1
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,0
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",1
How will the future fly for Spirit Air $SAVE ? #Blog with Stocks&amp;Sports on $FB 🤖 Bots &amp; AI also welcome to blog about #salesforce $CRM @Tommycoulter4 https://t.co/SBae6qvO6p,0
VNG took some offt table from 2.75 longs today at 3.20 - still holding big part overnight too,1
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,0
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",0
DGI still moving,1
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",1
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,0
"OABC - ong  16.55. Trailing Stop  22.80 from 8 prior Stops of 21.16, 20.18, 19.00, 18.70, ... 16.74, 15.90 & 15.25  ",1
ADJPY - sitting here with my SPY puts and ENOC. Only positions.  ,-1
TXN Why down in AH on beat?,1
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",-1
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",1
"AAP all round slow day, more concerned about be down on the high day, makes being higher Friday tough, but do-able?",1
"DNKN digesting gains with selling pressure, pullback to the 50-d ma would be healthy #13for2013  ",1
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",-1
I just sold my $AAPL $370c for $5.00 per contract. I had 5 contracts.,-1
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,0
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,-1
user: M Patent Could pset  AAP. ong in M after beating 7.97. Stoploss 7.86  ,1
"In 2007 , Huhtamaki will continue to invest in organic growth .",0
"Even if the worst of the pandemic is over next month, job losses could be prolonged and their damaging effect evenâ€¦ https://t.co/VtoXsQO5D1",-1
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",1
Rental of building equipment accounted for 88 percent of the operating income .,0
CS is looking gd at HOD only 11:30am next station we pull up too 30 then my end PT is 200day magnet to 31.84 still about 2pts away,1
Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,1
AMZN looking to add to short position on any bounce  ,-1
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",0
$FANG - Diamondback Energy: Quality Guidance From Management. https://t.co/u70RjddJYE #finance #stocks #business,1
EB will hold the exclusive rights to market the new entity 's product .,0
GOOG looks heavy but volume is drying. eal selling pressure comes with above average volume.,-1
"$CRI #Chargeurs S.A. Chargeurs : Q1 naturally hit by Covid-19, FY targets confirmed thanks to Lainière Santé: &gt;Q1 sales at € 157.5m, down 2.3% (-4.7% LFL) - Chargeurs reported this morning Q1 2020 sales of € 157.5m, a shade below our… https://t.co/6Qwh7bhwYg #equity #stocks",0
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,-1
"FOD should see a solid move up tom, system predict nice green candle.",1
"Nice deals of the day CHY 4.5 mil shares secondary priced O/N 25 now at HOD 27.19, MCP trainwreck also priced 37.5 mil shares 6 now 7.34",1
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",0
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,0
"AAP Study These easons Why Apple Failed, and Where It's Going  STDY",-1
"Government May Unveil Rs 1.5 Lakh Crore Package To Tackle Coronavirus Downturn: Report
https://t.co/mh4q6fVmJq",1
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,0
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,-1
"RT @ArjunKharpal: #Apple has cut the prices of the iPhone 11 range by about 12-13% in China. It's an uncommon move. 

These discounts are n…",-1
Central Europe is an important market area for Honka .,0
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",0
The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,0
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,-1
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",0
"CEN just giving everybody more buying opp IMHO, magnet rip to 100 on deck  ",1
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,1
Operating profit rose to 22.1 mln eur from 19.9 mln .,1
"FIO ioSCale announced today at Open Compute Summit for hyperscale & spinning disk replacement, another game changer",1
"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",0
Everything doing great!! #SP500 Great Again!!!,1
AAP holding my current positions over the weekend    ,-1
"AAP Get ready, I see a big move coming off 440 Triple Bottom Here!",1
" , ES,SPY, Ground Hog Week, distribution at highs..  ",-1
"GOOG just like we said 7hours ago, it is national GOOG puts week. Easy +50% option scalps. NFX puts here we go..weeee!",-1
"@CN_wire LOL, that sounds like a court drama in the TV series.🤪

Li posted these in Dangdang's office and declare a war to his wife, Yu Yu(俞渝).

By the way, Yu was the founder too. She declined the merge plan from Amazon.
$Dang $AMZN #当当 #LiGuoqing #李国庆 https://t.co/KOOzFxkWz5",0
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",1
APA Back over 83.55  ,1
"We're Live Now!!! UTILITIES, INDUSTRIAL, FINANCIALS, TECH! #investing #dividends #stocks https://t.co/nGNpAUUaty",1
Week 6 - #13for2013 DDD DNKN FT INVN KOS NKD MOV NTSP AX SCCO SCA SSYS V  ,1
"Small Businesses Struggle To Pay Wages Amid Coronavirus Lockdown
https://t.co/dy4BoxDLZB",-1
`` The combined activities will create value for shareholders and be good for our employees and customers .,1
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",0
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",0
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",0
"INVN - Do I believe? Well, 111 tweets since 2012 says I do (tweets w/ InvenSense mentioned)  ",1
"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…",-1
"Enough Stock Of Petrol, Diesel, LPG Available To Last Lockdown, Says Indian Oil
https://t.co/JnKrw5vY4Q",1
The repurchases shall decrease the distributable capital and reserves .,-1
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",1
`` The Government has had a very professional approach in assessing the offer .,1
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,0
The objective of the planned measures is to achieve significant savings in the next few years .,1
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",0
It's a racket out there and the media is on it else they would have taken every expert who had been pumping AAP all along to task today.,-1
SWHC yes! close over 9.,1
Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,-1
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",0
"TIVO holding well above MA(50) 11.60 this morning, I believe it is a long setup",1
VXY #FED POMOs flowing from ZB_F to GS JPM MS BAC - free cash to squeeze derivatives to pop markets to 1546 ES_F target,-1
"Sensex Falls Over 500 Points; Reliance Industries, HDFC Bank Top Drags
https://t.co/Pj1zRQMFhK",-1
YEP nice...may go along w/ OPEN.  ,1
BAC ong if beats 12.15. Stop loss 12.01,1
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",0
Net sales in 2008 are expected to be on the same level as in 2007 .,0
ECAP: orders in for tomorrow (calls across various strikes and months) include ABMD AMCX DTV EMC EXP FIN GDD IG THD TOX !!,1
"GOOG both FB and AAP down almost 2%, trap door coming for the GOOG!",-1
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,1
"S&amp;P 500 E-mini #Futures #ES_F Up 66.75 Points (2.42%) to 2,826 #SP500 $SPX #Financial #market #Capital #stocks #StockMarket https://t.co/mzotIguudf",1
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,0
Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,0
"trade idea Buy JIVE  16.80 , target 20 , cut below 15.70  ",1
"This truly takes efficiency to new heights , '' Mr. Metso adds .",1
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,0
"The third applicant , Fortum , was dropped .",0
A week later these stocks are trending bullish: 5 Shale Plays for 2013 APC HES COP MO DS.B  ,1
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",0
GAE 1.90 now may buy more 1.93 - gut shot to 2.00,1
A ot of New Additions to the Short Watch-ist | EBAY AIA BBVA at the top of the list  ,-1
Both companies will keep their commercial independence and continue to market their traditional products individually .,0
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,1
The value of the order is USD 2.2 mn .,0
"user: user really believe this Open will be a fade sold BAC 11.14> Hard to say, should stay above 11.10 IMO",1
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",0
No one is going to upgrade $PEP !?,-1
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",1
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",0
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",0
"Employees can withdraw 75% of employee provident fund or three month salary whichever is lower, move will benefit 4… https://t.co/AXRxRyd0L2",1
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,-1
"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",-1
"HPQ I'm going to nail this Mofo! HPQ going to be in the Spotlight tonight, ooking for a eal Gapper tomorrow!",1
However short-term rentals are becoming more popular .,0
CAT Gap fill area approaching. Will be filled in next few days.   ,-1
"TGT, searching for shorts, took a small put pos. for a quick trade, just to scratch that itch.  ",-1
"AA BA HD Top + Dow Jones: Alcoa (+0,84%) & Boeing (+0,54%)",1
N found buyers near its rising 50dma and it is looking to resume its uptrend  ,1
BlackRock Investment Management (UK) Limited short position in CARNIVAL PLC down -0.30% to 0.63% #CCL $CCL #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #ShortSqueeze https://t.co/vM411LdLkR,-1
`` Our aim is to understand different traffic patterns based on the use of each building .,0
The report will be emailed within 2 business days of an order .,0
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,1
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,0
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,0
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",1
RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…,-1
Dow rises as Wall Street focuses on easing coronavirus lockdowns amid civil unrest https://t.co/SUw6IaN5Kz $SFIX $PFE $CSCO $STX $DKS $ZM,1
@AdamMancini4 I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?,0
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",-1
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",-1
"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",1
ltra ever dry will boost TEK in the next few months....,1
"BVSN still acting ok, would like to see a pop thru 11.50 soon. 11.15 stop",1
F headed for 12,1
And Ogden reportedly will shell out $ 4.2 million .,0
BAC avrg 12.127 ,1
AAP ruhh roooow....,-1
BBY <<< Is this device the next AAP - ave reviews in corporate echelons on PIVATE network. More Security vs Open Public Nets.,1
hum below 72.6 was strong can get all the way back to 71 and 70.,-1
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",-1
It will use the proceeds from the transaction to achieve its target .,0
"The devices would be launched in the Chinese market in late 2006 , the company said .",0
AN is at least gonna sink to 7.60.,-1
"GID working, 46.50 1st tgt",1
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,0
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",-1
"user I agree, GOOG is severly overbought in this overinflated market.. expect a short position from me soon...",-1
AAP - Series of lower highs. ooks like it wants to retest the recent lows.   ,-1
@SlowdownAhead @BluedeerC $msft $goog $FB earnings and their positive tone means nothing. They are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.,1
The StoneGate UTM solution offers protection against inbound and outbound attacks .,1
GS with Fibs & next res pts at 160.69 and 166.06  ,1
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,0
SHD ... why won't you die already? ampert doesn't know 2 sh*ts about running a retail. He bought Sears for the property... ,-1
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",0
"AAP hats off to user who dropped the last blood yesterday, should have split down!",1
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,1
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",1
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",1
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,1
OWE STOP IN FDX to 96.50.,-1
OW Breaking out to a new 52 week high.  ,1
"Sensex rises over 1,000 points, Nifty near 8,600; oil &amp; gas, consumer goods, metal stocks lead gains #Sensex #Nifty #MarketUpdates",1
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,-1
The order was worth EUR 8mn .,0
JPM wants to go higher. XF SPY,1
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",-1
"Consumer Inflation Eases To 5.91% In March, Lowest In 4 Months
https://t.co/FCtgc2ux51",-1
"Covered DKS, looks like a long if it can stay above 45.90.",1
"RT @DeItaOne: COVID-19 VACCINE FROM PFIZER AND BIONTECH SHOWS POSITIVE RESULTS - STAT
$PFE",1
"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",-1
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",1
Results are expected late in 2006 .,0
