text,labels
"Sensex, Nifty Likely To Start Session Sharply Lower In Gap-Down Opening
https://t.co/rrH5C0GMs5",-1
"I'm now out, but congrats to those who took this trade. Honestly not a hard decision to make. V   ",1
"FIO 15.35 I'm in, I'll ride this one a while, overdone IMHO",1
AAP 900 lot offered in the eg Jan 500 Put at 1.71. -28 delta put could push the stock up or create support,1
Barclays upside case for CSOD is a year end price target of 46.  Based on 8x cy'14 revenues and 10% upside to estimates. Quite achievable!,1
"🔔The Morning Ring🔔

“ I accepted everything for what it was-not what I wanted it to be.” - Nicolas Darvas

#tradingmindset #stocks #canslim #StockMarket https://t.co/wMrps4MBhD",0
"Complete operational normalcy to be restored in Yes Bank from 6 pm on Wednesday, no worries about liquidity, says P… https://t.co/2w46VnhuNj",1
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",-1
user: AAP recent trip to Thailand...even the taxi drivers have iphones ! ~~ wait till they get into China!,1
"CHK 6,600 Weekly 20.50P bought vs. OI of 148",-1
"AMZN SI and MACD, suggesting further downside to near-term support in the region of 260 ( 50ema )  ",-1
"US Stock Markets End Over 2% Higher After Jump In Crude Oil Prices
https://t.co/p1K4bvHIso",1
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,0
"ong in BBBY after beating 159,07 . Stop loss in 59,74 ",1
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",1
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",0
VS needs over 56....  ,1
AAP has made no attempt to fight this sell off,-1
"BAC Breaking Down, SPY is Next!",-1
"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",0
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,0
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",0
Repeats sees 2008 EBITA above 18 pct of sales .,1
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",0
"RT @WingGirlTrade: SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",1
CBMX happened so fast from 3.80 to 3.98 couldnt get ot out quick enough without missing it now back to 3.73 may do another run watching it,1
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0
"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",0
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",-1
AAP volume higher today than monday. Keep that in mind.,1
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",0
user AKAM on the radar as a potential short vs 39.30  ,-1
BAC Volume is Strong and Bullish Will be higher Today than Yesterday -- Already 141M !!!! ,1
SPY giving AAP the finger. We don't care about you anymore lol,-1
ZNGA broke out of a consolidation range to the upside. I don't see anything until the 3-3.06 area  ,1
"GMX took some off 3.75, 3.90 next tgt",1
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,0
RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/etq7XEbHPQ $NVDA $TSLA $GS $…,0
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,-1
WFC - Nothing. Still watching for a buy signal. More here ->  ,1
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,1
"Will Not Sell Any Share In Yes Bank For Next 3 Years, Says SBI Chairman
https://t.co/X9JRhxWCrV",1
AAP - 3 scenarios to watch ahead of Apple earnings and the resulting price action  ,-1
MED to 21? Volume picking up..,-1
"As a result , a total of 82 employees would be given notice .",0
"Equity Alpha: user F looks like its bottomed and ready to go over 13. If breaks, look for 14+   ",1
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,0
BAC New High Of Day :),1
Investors in LSE-listed funds enjoyed solid returns for years but as the airline industry is pummeled by coronaviruâ€¦ https://t.co/CjFvFYzxYw,1
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,0
Sales by Seppala diminished by 6 per cent .,-1
CST bot 51.40 I will hv to be patient IMO CST moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e,1
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",1
"short squeeze leaders scan $WKHS, $EDIT, $FOLD, $LX, $CWH, $PING, $ERI, $APT, $NK, $NIO, $SE, $VSLR #stocks #trading https://t.co/Uvbmp8a4nS",-1
"RT @A4Horg: ""Shame on #health insurers for attempting to cut reimbursement rates for this crisis’s first responders while raking in massive…",-1
"AAP short-term outlook. 3 possible scenarios, 2 of them are bullish  ",1
Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,0
"user Mr. Florida, hope all is well.  You've trade SAVE in the past, so Im asking you.  Do you like it here?  ooking to fill gap?",1
Baidu $BIDU Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Poor; moving average score Good; #momentum score Poor #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/MQEa3MhtUz https://t.co/XdPiwSJlgF,-1
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",1
The host with the most....congrats to the cloud today AX and user more all-time highs.  wow,1
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",1
The Fedâ€™s new programs to support the economy through the coronavirus crisis illustrate the sweeping influence theâ€¦ https://t.co/z0KHVlteeE,1
Procter PG breaks out - Today up 1.37% - It's one of my biggest positons with over 4% portfolio share. How big is Procter for you?,1
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",1
AAP thank god for the dividend tomorrow or I thinks we would be back lower than where we started IMHO,1
"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",0
"$BIDU $SAVE $WORK $T $AAPL $C $MSFT 
$XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM

To enhance your experience in trading and get instant help click here https://t.co/o02HlQ7vQI https://t.co/hIMMPsGVB0",1
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)   ",-1
CS looking to make a move over 29 looking gd. I don't trade into earnings but to do after :) down from 31 just last wk. & off b/c AAP,1
NFX OI loading up in OTM Calls,1
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",1
Charles Schwab Co. $SCHW Receives Consensus Recommendation of “Hold” from Analysts https://t.co/JNLav1AEzl #stocks,0
"Coronavirus Pandemic: Crude Oil Drops Nearly 4% As US Bans Travel From Europe
https://t.co/p2qQXuJRa2",-1
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",0
user:cash  AAP TC is hanging on to the cash overseas in case SA implodes or tries to take it as tax for all Obama's pipedreams,1
CSN Buying more!,1
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",1
TAB looks like its breaking out a falling wedge  ,1
"CSX enko view, PF Box size = 1,  VEY bullish above 21, coal stocks confirming move on rails.  ",1
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",0
WFC If they miss I will add,1
"SII Sold 1/4 position at 2.09 today..wanted to lighten up on stocks going into the uncertainty this week, its still my largest holding",1
RT @RichLightShed: Just spoke to union leaders representing Walt Disney World cast members in Orlando - Confirmed that Disney is NOT testin…,0
"ES,SPY  You wont here this on CNBC,,,real time assessment of jobs number mkt reactions...  ",-1
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",-1
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",-1
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",1
The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,1
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,0
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",1
"RT @andrewnyquist: Check out my latest:  ""Bear Market Rally Stumbles at 38.2 Fib Levels; What's Next?"" - https://t.co/Z5vU7sZWS7

#IBDpartn…",-1
Heard on the Street: The earnings hit for S&amp;P 500 companies will likely be much bigger than they are guessing https://t.co/Wesotl6Rwc,-1
VVS pop with volume,1
RT @KimbleCharting: Commodities creating a long-term double bottom at the 2009 financial crisis lows? $DBC $GLD $SPX  $SLV https://t.co/tZE…,-1
ZION Cup & Handle pattern. The stock would confirm the pattern by breaking up through the 22.8  ,1
user: ETFC nice movement  ,1
Espoon kaupunki awarded contracts for personal care products .,1
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",1
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,0
"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",0
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",1
ODP it's on!,1
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",-1
AVNW Over 3.78 then 3.89  ,1
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",0
What the cuts in oil output can do is prevent an even worse collapse in spot prices and surge in inventoriesâ€”Heardâ€¦ https://t.co/FIMMkYUWB5,-1
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",-1
VF $VFC Research Coverage Started at BTIG Research https://t.co/zKoR3WIqU8 #stocks,0
Short HT under the 200 SMA stop just over the high of the day. First target 53.95. Second target 53.21 gap fill.,-1
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",0
BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),1
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",-1
CHK Over 21.00  ,1
NFX If it breaks down below 178.23 w volume it may retreat to support at 160. Short-term bearish  ,-1
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,-1
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",-1
"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",0
"Global Oil Refiners To Deepen Output Cuts As Coronavirus Destroys Demand
https://t.co/S4Q5pUQztl",-1
Only a rise towards 480 can confirm the new bottom of AAP  ,1
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",0
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",0
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,0
emember when Microsoft was one of the world's most valuable companies and the Gov't conspired to take them down? Apple knows now too. AAP,-1
"AFFY 30 just two months ago, intrinsic value in the IP and 400M in back tax losses.",1
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",1
"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% https://t.co/pMMSxigjSA",-1
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",1
"COST is another nice one but I'm staying away for now since that special divvy, small pos in T account",1
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",0
"HES broke intraday bollinger band top, now c&h & holding above resistance- watch for intraday b/o  ",1
".user BINGO.Can't consider it a buy (personally) until >470 AND VSB. ntil then, a waste of time trying to game it. AAP",-1
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,0
PA 1.42 has pulled back quite a bit but due to shortages of PA and PPT this has a great long term outlook along with SWC,1
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1
"The firm 's UK head office is in Rugby Road , Lutterworth .",0
"RT @SoccerMomTrades: This is how I see $ES right now...bearish bias under $3232 . The closer you open your short to that zone, the better y…",-1
The solution will now be expanded to include all ground staff tasks .,0
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",1
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",0
VXY GS JPM HFT PPT Window Dressing programs online,-1
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",1
AAP i love you but I'm,-1
JCP Gets Fresh:  user ,-1
RT @TByGraceZhu: China scrambles to keep biggest graduating class in years occupied in coronavirus-hit economy  https://t.co/o4PbJnRG4A viaâ€¦,1
"S hmmm, I dunno, I think this has some upside, what do you think?  ",1
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",0
"JNP FX ong, getting in tom.",1
GOOG And on enko w/ a PF Box size of 50 it looks like a failed breakout  ,-1
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,1
The coronavirus pandemic has forced some difficult decisions for families and individuals. This series explores howâ€¦ https://t.co/5AGI4pLUY6,-1
"The mill 's raw material need will increase by 100,000 m3 of wood .",0
$UNH 17-Jul-20 ATM Implied Volatility is up +10.7% to 48.1. Straddle Implies a Move of ±4.2%. Earnings Jul 15 BMO. https://t.co/wvnSfNF68U,-1
"$idex $izea $lk $fb $ibio $dow $spy $tsla $nkla $dkng $aapl $aal $zom $vxrt $ino $shop $aytu $ozsc $tops $ktov $ba $nvda $msft $spy $gnus $aezs $dloc

We alerted $SOLO at $2.5 RAN TO $6.5 700 (200% GAIN!)

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
👇   👇
https://t.co/33NfOdjf0i",1
W looking nice,1
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,0
"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million .",0
SEV nicely green on red market,1
Hopefully some of you has this on your watch list. $NFLX $AMZN https://t.co/UFC4kSIWj0,1
"RT @DrewSpavy: The space industry is growing rapidly. Here's a few stocks for thought...

#space #investing #stocks #StockMarket #FutureTec…",1
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,1
HOT watching for S to SPX. Note green line another SCT setup. My favorite hotelier stock.    ,1
Transports moving pretty strongly this morning JBHT KS NP AGT,1
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",1
ES SPY SPX can we hold this breakout on the ES futures?,-1
"purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",1
ssys statement of cash flow still a secret. no mention of operational cash on CC. no analyst asked about Cash flow either in Q&A. oh well,-1
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",-1
Told you on SPW  I still target 16 and higher  ,1
user: What time are the stress test results being released tomorrow? BAC GS C JPM WFC > 4.30pm ET,1
"Oh Brother! Coronavirus Calls Split Family Fortunes On Wall Street
https://t.co/9o7l9OrjmI",-1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",-1
"BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",-1
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,0
GDOT nice bounce from its 50SMA. ooks ready to test the recent highs  ,1
On a technical basis NVDA is ready to break its 200SMA. Some technicals are turning up here.  ,1
"MDSO - ong  27.51. Trailing Stop  37.00 from 7 prior Stops of 31.30, 30.17, 29.41, 27.86, 27.51, 25.15 and 22.79 -  ",1
"AAP Wall St. most hated stock currently. Careful short, anything short of disaster will be viewed positively. Bit risky long. #MainEvent",1
"RT @NHendersonWSJ: The Fed is settling into its role as the world's central bank, again. Allowing foreign central banks to access the Fedâ€™sâ€¦",1
NFX Breaking down the neckline w heavy selling volume accompanied by bearish technical indications  ,-1
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",0
AAP 500 by Christmas or Co. news which ever comes first,1
"$SPX Held back by a diagonal.

Still a bearish chart BTW - it could make new highs and the large wedge can still play out.

#SPX #SP500 #ES_F https://t.co/0fjBgW45AN",-1
"SSYS under 69, shorted here, 6940 stop",-1
"The Company serves approximately 3,000 customers in over 100 countries .",0
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,1
"AAP could buy back 100m shares for 40B, saving 1B/yr div payout! 35% discount on share price +10% value increase to shareholders win-win",1
` Nordic infrastructure construction is one of our strategic growth areas .,0
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",0
ACX watch it over 5.35.,1
"To be #successful in the #StockMarket, you must know the power of #compounding. #Compounding is #possible when you #invest in #stocks of #companies and #hold them for a very long time. Huge #returns can be made by #holding them in the long run.

@reliancejio
@TheOfficialSBI",1
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",0
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,0
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,1
my advice to apple: Bruce wayne father: Why do we fall down bruce? So we can learn to pick ourselves up again. Get some legs AAP,1
"AAP innovation is dead? What about the best selling computer, iPad mini, released on 10/23/2012.  iWatch? iTV?",1
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",1
"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe .",0
CEE 5 min retest   ,1
AAP BTO 430 Puts,-1
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",1
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",0
Rapala Fishing Frenzy 2009 .,0
The closing of such transaction took place today .,0
More names with a Bearish Engulfing candle pattern:IBT BECN AYI HCG MO SG MP EG BMS CEN WIE INE,-1
CO pointed out this wknd - huge Outside Day - Bearish Engulf took out all of Jan's gains. Watch.  ,-1
This release is not an offer of securities for sale into the United States or elsewhere .,0
AMZN but but but.....yap yap yap,1
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",1
"BAC December 2012 was a solid channel up, with two bull flags. January 2013 is seeing a solid channel down form. Bear flag #2 in formation",-1
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",0
"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",0
HTZ Great relative strength today in red tape.  This wants 19+!,1
"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1",1
"Don't look now, but INT is clearing all-time highs. 10th time is the charm",1
IDCC .. Take a look at how IDCC performs after touching lower Bband previously!!!  ,1
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",-1
DVAX buy'em,1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",-1
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",0
"NW - ong  19.75. Trailing Stop  21.06 from 5 prior Stops of 20.26, 19.93, 19.75, 18.95 and 18.15:  ",1
"RT @YellowFringeUS: BREAKING: Buying Airline! Saying One Thing To Shareholders Then 
Buying Airline.. Hmmm 

With Stocks Plunging, Is Now W…",1
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",0
"ENOC 17.60ish my final tgt, 1715 stop",1
"if AAP runs up before earnings it will drop on disapointment or even a small miss, if we stay below 490 it will POP",1
The company is listed on the Nordic Exchange in Helsinki .,0
BAC FEDEA ESEVE BEIGE BOOK IS OT --> Everything looks good !!!  ,1
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",0
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",0
"RT @barbara_doran1: Back on CNBC tomorrow (Tuesday, May 5) on Market Zone from 3:45-4:15pm EST to talk about where I think the stock market…",0
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",-1
The senior housing industry was facing financial pressures from a supply glut even before the coronavirus pandemicâ€¦ https://t.co/aurTQcP9jg,-1
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,-1
"RT @AlwaysTrading1: If $DIS keeps this up, Mickey is going to need to get a job with $GRUB",1
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",1
"OWW through 5.70, possible move to 5.90-6",1
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",0
MOV this may be the best of the best - volume slowing - red bars 2 of them - mkt drop 100 points this = cliff dive for 5 or more points,-1
Equity Alpha: Watch for PEP to start to take off over 76. ooking for 79.50 in couple weeks.   ,1
MA daily had red dot but will confirm it with cross of PWmo2 white.  ,-1
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,1
DE higher bid offering coming? look at all the recent action on the April 14 calls per Najarian? PPS above 13.50 here???,1
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",0
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,0
NX on watch list above small flag on volume of 26% of ave full day so good volume  ,1
The medium-term operative targets of the company remain unchanged .,0
"Anxiety-Driven Panic Could Impact Global Food Supply Chain: United Nations Arm
https://t.co/PqijTlLTU3",-1
DE considering buying some put options...,-1
i dont have a tech friend in world that owns the stock ...thats why user: PCN No one Believes anymore :   ,1
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",0
Panostaja did not disclose the purchase price .,0
AAP - It's time to invest in Apple shares?    ,1
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,1
RT @ShockExchange: Ignore Joe Burrow. #Opioid Deal Makes Teva's Kare Schultz The Goat https://t.co/svwQeUe70R $TEVA $MNK $ENDP $JNJ #opioid…,-1
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",1
"Operations At Three Ports Run By Adani Ports Disrupted: Report
https://t.co/qTdcN7pTyb",-1
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1
Merging the two free sheets will clarify the market situation .,0
"WFM - added small  89, prefer the 90-91 level to lay short out",-1
Net sales fell by 5 % from the previous accounting period .,-1
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",0
G same pattern as HIMX developed at 4.00 will start buying a position for the next move up - this one is not done by any means,1
Aspo serves demanding business-to-business customers .,0
OPK low of the day was 6.08. arge candle wick growing downward. MACD divergence downward. Stochastic downward divergence. SI downward.,-1
"All banks, lending institutions may allow a three-month moratorium on all loans, says RBI chief Shaktikanta Das ami… https://t.co/FE1W5sbvm6",1
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",0
"So my point here isn’t to approve or disapprove, but federal reserve is NOT buying bonds from $AAPL - i.e it’s not providing debt financing - $AAPl is one of 794 firms (that run a gamut) whose existing debt the fed is purchasing (frankly not that much of btw) in secondary market. https://t.co/QgRIS7UTHp",-1
"RT @DeItaOne: COVID-19 VACCINE FROM PFIZER AND BIONTECH SHOWS POSITIVE RESULTS - STAT
$PFE",1
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",0
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",1
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",0
AAP - took 1/2 of remaining short off,-1
ASGN from the watch list is at the line on volume of 81% of ave full day   ,1
BBY Headed back to 5 on over saturated Cell Phone Market - That GOOG will own as next mobile Microsoft OS.,-1
"AAP - Bearish News at the Bottom, Or The Start of a New Downleg?  ",-1
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",1
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",0
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",-1
VOXX a user stock. Kudos to you my friend!,1
"Sensex, Nifty Stage Mild Recovery; FMCG, Pharma Shares Gain, Banks Fall
https://t.co/59GFTCCefW",1
AYI 1st negative operational cash flow quarter since quarter Novemebr 2008,-1
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,-1
"GlobalData Plc - Tecpetrol SA - Strategic SWOT Analysis Review: Tecpetrol SA - Strategic SWOT Analysis Review provides a comprehensive insight into the company’s history, corporate strategy, business structure and operations. The report… https://t.co/exfPi2wMIF #equity #stocks https://t.co/v4S7aT06CV",0
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,1
